Mitocheck_Phenotypic_Class	frame_details
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X0930___Y0217
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X1207___Y0123
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X0207___Y0147
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X1159___Y0553
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X0037___Y0635
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X0573___Y0034
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X1265___Y0185
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X0896___Y0211
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X1148___Y0818
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X0629___Y0034
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X0739___Y0211
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X0349___Y0972
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00036___X0741___Y0802
Shape1	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00076___X0558___Y0956
Shape1	PLLT0084_46--ex2005_08_03--sp2005_07_07--tt17--c4___P00003_01___T00045___X0719___Y0650
Shape1	PLLT0084_46--ex2005_08_03--sp2005_07_07--tt17--c4___P00003_01___T00045___X1072___Y0823
Shape1	PLLT0084_46--ex2005_08_03--sp2005_07_07--tt17--c4___P00003_01___T00045___X1099___Y0598
Shape1	PLLT0084_46--ex2005_08_03--sp2005_07_07--tt17--c4___P00003_01___T00045___X0780___Y0667
Shape1	PLLT0084_46--ex2005_08_03--sp2005_07_07--tt17--c4___P00003_01___T00045___X0694___Y0727
Shape1	PLLT0084_46--ex2005_08_03--sp2005_07_07--tt17--c4___P00003_01___T00045___X1004___Y0830
Shape1	PLLT0084_46--ex2005_08_03--sp2005_07_07--tt17--c4___P00003_01___T00045___X0651___Y0822
Shape1	PLLT0084_46--ex2005_08_03--sp2005_07_07--tt17--c4___P00003_01___T00045___X0110___Y0121
Shape1	PLLT0089_01--ex2005_08_31--sp2005_08_18--tt17--c4___P00175_01___T00043___X0174___Y0160
Shape1	PLLT0089_01--ex2005_08_31--sp2005_08_18--tt17--c4___P00175_01___T00043___X1227___Y0348
Shape1	PLLT0089_01--ex2005_08_31--sp2005_08_18--tt17--c4___P00175_01___T00043___X0174___Y0407
Shape1	PLLT0089_01--ex2005_08_31--sp2005_08_18--tt17--c4___P00175_01___T00070___X1200___Y0293
Shape1	PLLT0093_13--ex2005_08_26--sp2005_08_02--tt17--c4___P00147_01___T00076___X0671___Y0832
Shape1	PLLT0093_13--ex2005_08_26--sp2005_08_02--tt17--c4___P00147_01___T00076___X0741___Y0917
Shape1	PLLT0093_13--ex2005_08_26--sp2005_08_02--tt17--c4___P00147_01___T00076___X0929___Y0123
Shape1	PLLT0093_13--ex2005_08_26--sp2005_08_02--tt17--c4___P00147_01___T00076___X1075___Y0893
Shape1	PLLT0093_13--ex2005_08_26--sp2005_08_02--tt17--c4___P00147_01___T00076___X0842___Y0980
Shape1	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00092___X1132___Y0779
Shape1	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00092___X0970___Y0396
Shape1	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00032___X0395___Y0557
Shape1	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0394___Y0406
Shape1	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0945___Y0550
Shape1	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X1014___Y0609
Shape1	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0288___Y0569
Shape1	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0114___Y0283
Shape1	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0198___Y0140
Shape1	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X1078___Y0704
Shape1	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0133___Y0315
Shape1	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0073___Y0306
Shape1	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00083___X0144___Y0711
Shape1	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X1248___Y0587
Shape1	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X1259___Y0520
Shape1	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X1060___Y0655
Shape1	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X1025___Y0170
Shape1	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0060___Y0814
Shape1	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0774___Y0765
Shape1	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00086___X1040___Y0822
Shape1	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X0230___Y0109
Shape1	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X1292___Y0961
Shape1	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X0858___Y0953
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0271___Y0156
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0846___Y0491
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0251___Y0078
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0900___Y0448
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0322___Y0621
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0846___Y0166
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0339___Y0082
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0034___Y0542
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0245___Y0858
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0464___Y0938
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0674___Y0611
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0100___Y0778
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0834___Y0390
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0344___Y0170
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0514___Y0256
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0629___Y0571
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0379___Y0800
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0579___Y0651
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0117___Y0960
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0101___Y0337
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0903___Y0089
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0087___Y0882
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0626___Y0408
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0442___Y0426
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0895___Y0349
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0149___Y0846
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0068___Y0496
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0467___Y0140
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0568___Y0130
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0478___Y0891
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0813___Y0621
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0161___Y0122
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0437___Y0602
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0827___Y0284
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0385___Y0179
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0476___Y0783
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0670___Y0688
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0801___Y0508
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0691___Y0770
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0146___Y0931
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0633___Y0097
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0810___Y0200
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0631___Y0734
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0424___Y0708
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0096___Y0538
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0731___Y0637
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0168___Y0747
Shape1	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0581___Y0802
Hole	PLLT0014_12--ex2005_05_27--sp2005_04_11--tt18--c4___P00159_01___T00069___X0389___Y0936
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00046___X0911___Y0443
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00046___X0677___Y0219
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00046___X0978___Y0477
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00046___X0882___Y0068
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00064___X0395___Y0603
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00064___X0984___Y0482
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00079___X0405___Y0606
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00079___X0671___Y0217
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00079___X0930___Y0077
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00079___X1039___Y0056
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00087___X0422___Y0444
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00087___X0898___Y0132
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00091___X0899___Y0131
Hole	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00094___X0680___Y0460
Hole	PLLT0028_14--ex2005_06_10--sp2005_04_29--tt16--c3___P00129_01___T00030___X0819___Y0418
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00184_01___T00049___X0439___Y0679
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00184_01___T00049___X0709___Y0729
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00035___X0447___Y0687
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00036___X0448___Y0688
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00049___X0929___Y0911
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00049___X0465___Y0750
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00049___X0882___Y0257
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00049___X0875___Y0226
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00049___X0372___Y0833
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00051___X0623___Y0721
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00051___X0373___Y0832
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00051___X0907___Y0964
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00051___X0875___Y0227
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00051___X0881___Y0256
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00051___X0929___Y0912
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00055___X0191___Y0407
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00055___X0118___Y0203
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00055___X0908___Y0964
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00077___X0681___Y0558
Hole	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00077___X0616___Y0676
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00021___X0767___Y0506
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00039___X0490___Y0550
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00039___X0245___Y0164
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00039___X0760___Y0504
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00039___X0592___Y0739
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00039___X0191___Y0158
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00045___X0493___Y0553
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00045___X0515___Y0513
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00045___X0582___Y0787
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00045___X0527___Y0542
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00045___X0843___Y0262
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00045___X0058___Y0465
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00045___X0246___Y0170
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00045___X0697___Y0647
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00048___X0058___Y0465
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00048___X0698___Y0646
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00048___X0579___Y0787
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00048___X0492___Y0556
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00048___X0592___Y0736
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00048___X0512___Y0516
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00071___X0164___Y0126
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00071___X0179___Y0056
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00071___X0059___Y0463
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00071___X0797___Y0271
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00071___X0780___Y0361
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00071___X0632___Y0725
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00080___X0212___Y0115
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00080___X0797___Y0269
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00080___X0632___Y0721
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00080___X0160___Y0124
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00080___X0063___Y0515
Hole	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00080___X0059___Y0461
Hole	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00006___X0725___Y0294
Hole	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00013___X0727___Y0293
Hole	PLLT0093_13--ex2005_08_26--sp2005_08_02--tt17--c4___P00147_01___T00068___X1115___Y0388
Hole	PLLT0093_13--ex2005_08_26--sp2005_08_02--tt17--c4___P00147_01___T00068___X0519___Y0874
Hole	PLLT0093_13--ex2005_08_26--sp2005_08_02--tt17--c4___P00147_01___T00074___X1069___Y0090
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00035___X0686___Y0499
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00035___X0970___Y0478
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00035___X0448___Y0734
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00037___X0485___Y0107
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00037___X0951___Y0956
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00045___X0628___Y0484
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00045___X0970___Y0472
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00059___X1009___Y0582
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00059___X1015___Y0657
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00059___X0213___Y0985
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00065___X0569___Y0345
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00065___X1037___Y0052
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00065___X0978___Y0553
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00084___X1089___Y0089
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00084___X1209___Y0686
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00084___X1057___Y0504
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00084___X0568___Y0339
Hole	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00084___X0753___Y0370
Hole	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00006___X0899___Y0309
Hole	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00029___X0333___Y0869
Hole	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00060___X0962___Y0360
Hole	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00060___X0812___Y0298
Hole	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00088___X0530___Y0862
Hole	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00088___X0566___Y0874
Hole	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00088___X0434___Y0864
Hole	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00088___X0522___Y0932
Hole	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00092___X0533___Y0864
Hole	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00092___X0521___Y0936
Hole	PLLT0094_44--ex2005_08_17--sp2005_08_03--tt17--c5___P00319_01___T00056___X0788___Y0736
Hole	PLLT0094_44--ex2005_08_17--sp2005_08_03--tt17--c5___P00319_01___T00073___X0822___Y0747
Hole	PLLT0106_02--ex2005_12_07--sp2005_08_22--tt17--c3___P00287_01___T00018___X0088___Y0472
Hole	PLLT0106_02--ex2005_12_07--sp2005_08_22--tt17--c3___P00287_01___T00018___X0097___Y0433
Hole	PLLT0138_03--ex2005_10_19--sp2005_10_04--tt17--c4___P00127_01___T00029___X0971___Y0266
Hole	PLLT0138_03--ex2005_10_19--sp2005_10_04--tt17--c4___P00127_01___T00030___X0970___Y0268
Hole	PLLT0138_03--ex2005_10_19--sp2005_10_04--tt17--c4___P00127_01___T00034___X0706___Y0679
Hole	PLLT0138_03--ex2005_10_19--sp2005_10_04--tt17--c4___P00127_01___T00043___X0681___Y0222
Hole	PLLT0138_03--ex2005_10_19--sp2005_10_04--tt17--c4___P00127_01___T00043___X0899___Y0520
Hole	PLLT0138_03--ex2005_10_19--sp2005_10_04--tt17--c4___P00127_01___T00048___X0677___Y0221
Hole	PLLT0138_03--ex2005_10_19--sp2005_10_04--tt17--c4___P00127_01___T00048___X0911___Y0330
Hole	PLLT0138_03--ex2005_10_19--sp2005_10_04--tt17--c4___P00127_01___T00061___X0899___Y0524
Hole	PLLT0138_03--ex2005_10_19--sp2005_10_04--tt17--c4___P00127_01___T00061___X0842___Y0529
Anaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00006___X0721___Y0471
Anaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00006___X0721___Y0500
Anaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00063___X0265___Y0632
Anaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00063___X0240___Y0644
Anaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0215___Y0581
Anaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0193___Y0563
Anaphase	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00094___X1162___Y0975
Anaphase	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00094___X0103___Y0839
Anaphase	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00094___X1139___Y0966
Anaphase	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00094___X0108___Y0810
Anaphase	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00045___X0753___Y0680
Anaphase	PLLT0038_08--ex2005_06_15--sp2005_05_10--tt17--c5___P00250_01___T00036___X0401___Y0584
Anaphase	PLLT0038_08--ex2005_06_15--sp2005_05_10--tt17--c5___P00250_01___T00036___X0340___Y0086
Anaphase	PLLT0038_08--ex2005_06_15--sp2005_05_10--tt17--c5___P00250_01___T00036___X0330___Y0059
Anaphase	PLLT0038_08--ex2005_06_15--sp2005_05_10--tt17--c5___P00250_01___T00036___X0449___Y0563
Anaphase	PLLT0038_08--ex2005_06_15--sp2005_05_10--tt17--c5___P00250_01___T00036___X0473___Y0574
Anaphase	PLLT0038_08--ex2005_06_15--sp2005_05_10--tt17--c5___P00250_01___T00036___X0369___Y0578
Anaphase	PLLT0042_10--ex2005_06_24--sp2005_05_18--tt19--c3___P00144_01___T00049___X0232___Y0887
Anaphase	PLLT0042_10--ex2005_06_24--sp2005_05_18--tt19--c3___P00144_01___T00049___X0254___Y0861
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00035___X1211___Y0037
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00035___X1207___Y0008
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00035___X0553___Y0956
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00035___X0707___Y0801
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00035___X1108___Y0156
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00035___X0526___Y0943
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00035___X1094___Y0185
